run,key,epsilon,lamb_dfl,c_dfl,lamb_lr,w_dfl,w_lr,trainloss_dfl,trainacc_dfl,traindq_dfl,testloss_dfl,testacc_dfl,testdq_dfl,trainloss_lr,trainacc_lr,traindq_lr,testloss_lr,testacc_lr,testdq_lr
52,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2074.9190759064177,0.1918546872642478,41.70271132197985,0.511,0.013,38.13082599032184,0.549,0.042,0.6926253558542912,0.52,0.022,0.6926312202591296,0.536,0.029
53,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,482.7391820751774,0.1575807682565461,8.841882174970971,0.61,0.112,9.925700512432345,0.616,0.109,0.692310848577379,0.555,0.057,0.6920415134076081,0.566,0.059
54,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2557.8258900358064,0.205185882856154,163.6803473233924,0.495,-0.003,inf,0.518,0.011,0.6920191406983305,0.54,0.042,0.6918547764853279,0.578,0.071
55,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2349.9984463201104,0.1777731443309619,48.8312569199149,0.51,0.012,50.58551586901308,0.497,-0.01,0.6919630628739799,0.58,0.082,0.6919997068856063,0.57,0.063
56,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,25605.79216585649,0.1882688861643915,inf,0.605,0.107,inf,0.602,0.095,0.6918935077602438,0.626,0.128,0.6917864418188827,0.632,0.125
57,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,22012.37202608891,0.202626206764446,inf,0.589,0.091,inf,0.591,0.084,0.6919114866941805,0.589,0.091,0.6921079711007713,0.567,0.06
58,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2399.0212440202017,0.2362939751953335,39.62484863286998,0.634,0.136,41.20463441717204,0.658,0.151,0.6930508444709504,0.518,0.02,0.6931377307829225,0.512,0.005
59,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,28016.746094643764,0.1997567941104184,inf,0.528,0.03,inf,0.514,0.007,0.6917641977962482,0.565,0.067,0.6915171119014231,0.573,0.066
60,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,585.2277223587746,0.221446443941327,10.126717658973456,0.641,0.143,10.021953896804204,0.637,0.13,0.6927120940735956,0.552,0.054,0.6930863641204478,0.52,0.013
61,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,497.7263225492849,0.1907436114520787,12.516462789375206,0.564,0.066,12.201168020698738,0.586,0.079,0.6941261511620819,0.448,-0.05,0.6940720328667764,0.452,-0.055
62,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,3090.5373490227644,0.1930534734696959,64.31316522097424,0.566,0.068,68.09895778320528,0.551,0.044,0.6955047707919113,0.313,-0.185,0.6950743363964907,0.359,-0.148
63,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,418.93380698381554,0.1712128504981565,11.568028230153825,0.549,0.051,11.086394219406325,0.545,0.038,0.6917237647433563,0.531,0.033,0.6916390923186235,0.576,0.069
64,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,1.0,10.0,289.65269994246046,0.1945851966610554,5.035036230644271,0.598,0.1,4.73256822249602,0.602,0.095,0.6924889655233248,0.535,0.037,0.6925789329766628,0.534,0.027
65,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,447.94464434873805,0.1679034181694533,8.538666802054047,0.631,0.133,8.567398990962598,0.612,0.105,0.6930993913382294,0.524,0.026,0.6931797614738588,0.517,0.01
66,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,24082.53758898798,0.2015148961619823,inf,0.568,0.07,inf,0.575,0.068,0.6927385179613887,0.482,-0.016,0.6925909000082561,0.492,-0.015
67,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,21971.138536496936,0.2018616173383678,inf,0.601,0.103,inf,0.6,0.093,0.6954083156697558,0.485,-0.013,0.6946558302565513,0.493,-0.014
68,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,25172.36162242712,0.1939267025721135,inf,0.524,0.026,inf,0.548,0.041,0.6936607438953027,0.496,-0.002,0.6933414488504276,0.503,-0.004
69,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,486.2822546615203,0.1930190674833218,6.917187150536176,0.574,0.076,7.559966546381394,0.561,0.054,0.6919267835620654,0.591,0.093,0.6920702366452558,0.579,0.072
70,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,480.5596811298104,0.190612362679285,10.027323997150283,0.644,0.146,9.776379008653691,0.63,0.123,0.6915606100622164,0.63,0.132,0.6917107014104737,0.624,0.117
71,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,1.0,10.0,254.9496682345547,0.1940645227411232,7.183990086554752,0.605,0.107,7.591178190280543,0.587,0.08,0.69477063493398,0.494,-0.004,0.6953109420759376,0.473,-0.034
72,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,1.0,10.0,239.83058752851227,0.2023578662780857,7.65076475441199,0.548,0.05,8.459978021971772,0.531,0.024,0.6920742143275397,0.553,0.055,0.6919367934177203,0.556,0.049
73,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2574.9832632168977,0.2242023366872463,65.0175134193139,0.579,0.081,61.15324315883024,0.595,0.088,0.6922293779287243,0.545,0.047,0.6925966574288582,0.542,0.035
74,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2494.2898806673006,0.2061806783475175,38.04637758783464,0.682,0.184,40.70102225606563,0.684,0.177,0.6892751842504763,0.657,0.159,0.6899303722537303,0.638,0.131
75,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2345.393030460894,0.2149722597438183,40.26525162181212,0.588,0.09,43.16517776920536,0.597,0.09,0.6907349143095585,0.543,0.045,0.6913057224980955,0.525,0.018
76,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,1.0,10.0,236.388598828599,0.2084952825968681,6.239408387869469,0.559,0.061,6.670795062162899,0.547,0.04,0.6933615467086187,0.479,-0.019,0.6932909215467573,0.481,-0.026
77,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,1.0,10.0,243.03857328591124,0.2094939644033497,7.371892136679174,0.512,0.014,7.271989066241895,0.525,0.018,0.6923251941322222,0.553,0.055,0.6921258128727782,0.563,0.056
78,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,525.0191998571801,0.1723356572288416,10.590871140705472,0.576,0.078,10.199374797238354,0.585,0.078,0.694271579745604,0.506,0.008,0.6943006959580376,0.49,-0.017
79,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2337.65206350071,0.1826088264926797,44.53057345803492,0.648,0.15,47.26488117303303,0.632,0.125,0.6919489287845129,0.536,0.038,0.6924956822846072,0.522,0.015
80,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,486.4834344261282,0.22220735358378,14.722580619489744,0.562,0.064,14.60200669958913,0.553,0.046,0.6913005568715717,0.604,0.106,0.6915400107741168,0.606,0.099
81,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,26521.78175997503,0.1918698410323524,inf,0.557,0.059,inf,0.556,0.049,0.692023649252824,0.536,0.038,0.6924471860110335,0.52,0.013
82,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,567.0456221377765,0.256954380122147,13.603340339763887,0.521,0.023,12.966229677023136,0.538,0.031,0.6939099056400091,0.49,-0.008,0.6944245846460436,0.482,-0.025
83,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,21221.666329406464,0.2094608496995447,inf,0.655,0.157,inf,0.63,0.123,0.6923250443011348,0.554,0.056,0.6928342822884371,0.536,0.029
84,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,25314.817896326374,0.1864051387875513,inf,0.577,0.079,inf,0.595,0.088,0.6929797750378089,0.531,0.033,0.6931993914134799,0.526,0.019
85,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,471.0843880974825,0.2119562762187839,10.89163418493228,0.519,0.021,9.650913253650764,0.521,0.014,0.6936961992926635,0.437,-0.061,0.6940318823492221,0.438,-0.069
86,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,1.0,10.0,309.8427677749392,0.2210763679906564,6.605332603313907,0.58,0.082,7.091430883332092,0.56,0.053,0.6938752102278481,0.481,-0.017,0.6939612014952702,0.484,-0.023
87,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2557.353994124869,0.2195369294391091,48.8011801830511,0.581,0.083,51.04045108085707,0.553,0.046,0.6916420483545362,0.523,0.025,0.6917229297212141,0.505,-0.002
88,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,467.29094635844194,0.1879219553159564,13.05294882415696,0.53,0.032,14.175379029839691,0.529,0.022,0.6892739842577028,0.637,0.139,0.6895453947994834,0.621,0.114
89,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,494.51248428646977,0.2288256289517234,18.897903882246144,0.511,0.013,18.66880098357749,0.509,0.002,0.691461921195399,0.61,0.112,0.6920192170476596,0.576,0.069
90,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2356.37875107173,0.1901474230231562,41.81895002147922,0.555,0.057,43.51580285166367,0.555,0.048,0.6935534949910314,0.462,-0.036,0.6933225347659253,0.489,-0.018
91,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,474.50683506755774,0.1711699670861066,22.75494083179178,0.528,0.03,22.784908812248595,0.52,0.013,0.691284181159438,0.535,0.037,0.6916545602014367,0.516,0.009
92,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.01,10.0,27196.225807130773,0.1816271641102789,inf,0.681,0.183,inf,0.678,0.171,0.6931575631312714,0.504,0.006,0.6934406769855084,0.496,-0.011
93,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,359.52785613322874,0.2011254722968348,8.237426249761317,0.515,0.017,9.05467515522588,0.509,0.002,0.6935475110173633,0.47,-0.028,0.6932356425144471,0.479,-0.028
94,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,536.8941124045075,0.2038034810222665,9.548364930830935,0.588,0.09,10.302901969939024,0.596,0.089,0.6921159826972164,0.57,0.072,0.6925898561797602,0.529,0.022
95,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,460.3523838468972,0.2163208851724188,7.446736813090853,0.569,0.071,7.076628016644228,0.578,0.071,0.6924092088814,0.559,0.061,0.6922302559199472,0.554,0.047
96,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,469.67577249828025,0.2096175612369118,16.491846538214592,0.538,0.04,16.220033291139814,0.538,0.031,0.6916365209494304,0.504,0.006,0.6918558340462998,0.512,0.005
97,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.5,10.0,562.3402755229644,0.2121932530025619,13.34799916855938,0.64,0.142,13.750835695453338,0.622,0.115,0.6941371865041343,0.445,-0.053,0.6942675652808916,0.435,-0.072
98,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,1.0,10.0,287.90058403522886,0.2297340188056639,6.055117584498716,0.573,0.075,5.623969460201058,0.575,0.068,0.6944433421799981,0.481,-0.017,0.6943113439359597,0.491,-0.016
99,eps0.1_lambdfl0.5_lamblr10.0,0.1,0.5,0.1,10.0,2392.6178429643896,0.158731506727014,44.169594717745056,0.598,0.1,48.74679731270567,0.598,0.091,0.6915982144997727,0.646,0.148,0.6917500502191486,0.615,0.108
0,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,12.630847779060728,0.0115703190738795,0.7667552811296976,0.517,0.019,0.7702162905335144,0.51,0.003,0.6926951875319739,0.775,0.277,0.6927520869876348,0.721,0.214
1,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,6.603820268106489,0.0132313845763858,0.6749595196032323,0.582,0.084,0.6721475287598739,0.582,0.075,0.6925191006452306,0.783,0.285,0.6925758779970572,0.73,0.223
2,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,53.55617572841789,0.0119433319044222,1.2481417862201702,0.595,0.097,1.3881623394519895,0.578,0.071,0.692759361785546,0.686,0.188,0.6927938075613621,0.64,0.133
3,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,56.20991840019464,0.0115243075221305,1.0457238303142662,0.699,0.201,1.0962792514144457,0.682,0.175,0.692700279187024,0.772,0.274,0.6927496241897115,0.726,0.219
4,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,60.31514418983224,0.0111699706207682,2.533420043829882,0.524,0.026,2.5623891198605557,0.506,-0.001,0.6925911340955211,0.674,0.176,0.6926698986334606,0.629,0.122
5,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,9.670793057964556,0.011988538992642,0.653934575680845,0.646,0.148,0.648710091054884,0.63,0.123,0.6926645805974542,0.794,0.296,0.6927194260686074,0.739,0.232
6,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,60.14302998994786,0.0115536834338371,1.4882978083602665,0.609,0.111,1.3960087898900293,0.609,0.102,0.692679914864764,0.61,0.112,0.6927554921244274,0.587,0.08
7,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,623.371149496636,0.0112923905815971,8.394712087476487,0.677,0.179,9.888458153218483,0.632,0.125,0.692672356016692,0.769,0.271,0.692729124291093,0.723,0.216
8,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,60.57704014968412,0.0121749196674074,1.715302467608265,0.533,0.035,1.7009490154554472,0.549,0.042,0.692655179271366,0.731,0.233,0.6926922079769454,0.706,0.199
9,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,12.510088737170406,0.0094340553309847,0.6522299923278777,0.632,0.134,0.6843696001644498,0.6,0.093,0.6928332519327105,0.769,0.271,0.6928666516981014,0.734,0.227
10,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,655.8428089273284,0.0146206767853551,25.52157288258129,0.52,0.022,25.991548266008312,0.506,-0.001,0.6926227598062668,0.676,0.178,0.6926727323722113,0.654,0.147
11,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,58.25317177090689,0.0123908716472486,1.1969632522857614,0.572,0.074,1.2100633406335397,0.548,0.041,0.6926077026974286,0.703,0.205,0.6926698252993352,0.681,0.174
12,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,10.211290845715366,0.0114036989983946,0.6762424615215435,0.6,0.102,0.6851498365532241,0.574,0.067,0.6926196815811095,0.731,0.233,0.6926819570957731,0.682,0.175
13,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,572.1150225866978,0.0108372100052668,25.947952206458424,0.517,0.019,26.5207761805061,0.524,0.017,0.6926802995144382,0.733,0.235,0.6927151011165489,0.713,0.206
14,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,13.210233172622395,0.0133913181000589,0.7958720035238251,0.472,-0.026,0.7774656933581575,0.49,-0.017,0.6925547166748854,0.79,0.292,0.6926072332615629,0.757,0.25
15,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,677.4292079289196,0.012106142270124,45.74909371515883,0.519,0.021,47.90241777779834,0.51,0.003,0.6926298344700904,0.729,0.231,0.692689127121254,0.694,0.187
16,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,6.52671225950148,0.0123425641266248,0.7688196765763033,0.485,-0.013,0.7575427886922421,0.507,0.0,0.6925504492912514,0.706,0.208,0.692631540851709,0.664,0.157
17,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,649.0766002209929,0.0133028352444615,11.619416483095897,0.611,0.113,12.101904114037826,0.602,0.095,0.6926189508287935,0.797,0.299,0.6926555486944554,0.756,0.249
18,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,11.650866271972706,0.0130774954505061,0.7467326705178998,0.559,0.061,0.7769812170308071,0.534,0.027,0.692761344283194,0.64,0.142,0.6928009770397514,0.626,0.119
19,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,584.7599964139275,0.0128634409486283,32.59413849668992,0.531,0.033,34.49862355871293,0.522,0.015,0.6927266826720951,0.675,0.177,0.692786441318552,0.643,0.136
20,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,13.074547059451575,0.011912887868533,0.7018825948591584,0.587,0.089,0.7201339215329325,0.57,0.063,0.6926971985885211,0.769,0.271,0.6927443852334367,0.738,0.231
21,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,632.9522872664159,0.0100724504285778,15.376860097485611,0.553,0.055,13.712825821752803,0.575,0.068,0.6927981491747527,0.766,0.268,0.6928215256576387,0.74,0.233
22,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,11.784392230135827,0.0113854470698692,0.7310573435830973,0.554,0.056,0.7421819489102655,0.542,0.035,0.6927238513213754,0.767,0.269,0.6927703039179685,0.728,0.221
23,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,61.39861806283829,0.0123093949572265,1.224339032410121,0.577,0.079,1.2169440289410167,0.594,0.087,0.6926959977240232,0.744,0.246,0.6927531536563695,0.697,0.19
24,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,10.488879724993229,0.0130245585266694,0.7046465310807385,0.574,0.076,0.7102684019242365,0.551,0.044,0.6926466730764118,0.751,0.253,0.6927156930612155,0.708,0.201
25,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,717.3387447803298,0.0111112023001475,9.66136427429284,0.701,0.203,11.083050401288874,0.66,0.153,0.6925956708149913,0.633,0.135,0.6926527264813627,0.63,0.123
26,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,590.285985601108,0.0109765525714073,27.10574721535652,0.509,0.011,27.486220052756043,0.499,-0.008,0.6927483317088721,0.639,0.141,0.6927969460571209,0.618,0.111
27,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,9.41226267149706,0.0115781343366222,0.6875952343792876,0.584,0.086,0.6856317352938325,0.592,0.085,0.692645077028781,0.752,0.254,0.6926992011958838,0.714,0.207
28,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,60.7044084353923,0.0122994172697889,1.460000837914965,0.614,0.116,1.3796841285405703,0.603,0.096,0.6926870876387727,0.755,0.257,0.6927323296850417,0.722,0.215
29,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,5.869116690613063,0.0104314577178701,0.688401911469891,0.505,0.007,0.6842292238792104,0.537,0.03,0.6927523211118235,0.741,0.243,0.6927856702493852,0.717,0.21
30,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,713.7823707466583,0.0112966929230258,19.91448613386142,0.491,-0.007,19.917177677347205,0.493,-0.014,0.6926672824381973,0.756,0.258,0.692703571719495,0.754,0.247
31,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,5.695998095057902,0.0116574503658665,0.6686498735895103,0.579,0.081,0.6759052504627735,0.584,0.077,0.6927738158959814,0.715,0.217,0.6928066288267594,0.698,0.191
32,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,59.78387348944087,0.0119807513669001,1.1539411899619982,0.582,0.084,1.1226397705106692,0.559,0.052,0.692671445926019,0.77,0.272,0.6927169394443109,0.736,0.229
33,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,10.726193833481354,0.012859365160959,0.6480538473433094,0.66,0.162,0.6610795962673475,0.635,0.128,0.6925642805027258,0.634,0.136,0.6926439071271435,0.619,0.112
34,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,6.389807235512668,0.0115842631776487,0.722353064165823,0.517,0.019,0.7273661509140052,0.515,0.008,0.6926858215409322,0.712,0.214,0.6927334887079016,0.687,0.18
35,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,5.644548800977375,0.0101149646351301,0.6174464130193575,0.699,0.201,0.6320828678534732,0.659,0.152,0.6927317218232186,0.762,0.264,0.6927869085670039,0.725,0.218
36,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,9.88809495057034,0.0108636808180517,0.7772381355883197,0.531,0.033,0.8050710347275789,0.524,0.017,0.6926527374795569,0.715,0.217,0.6926895809019439,0.698,0.191
37,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,7.332013261956412,0.0137446040767338,0.7321086492534433,0.513,0.015,0.7564701397965361,0.509,0.002,0.6926651259891946,0.747,0.249,0.6927119450270516,0.706,0.199
38,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,13.985727587347958,0.0111649070380984,0.7534690390201862,0.535,0.037,0.760438575820144,0.543,0.036,0.6926693206339153,0.73,0.232,0.6927212679402603,0.697,0.19
39,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,60.63004947124835,0.0115713194772235,1.9194471784498088,0.54,0.042,2.0370425092544204,0.532,0.025,0.6926297419721921,0.757,0.259,0.6926782690882403,0.723,0.216
40,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,6.5326404144747565,0.0114872392011965,0.7076694958370668,0.544,0.046,0.725488787368928,0.534,0.027,0.6926994436486138,0.711,0.213,0.6927455902236175,0.681,0.174
41,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,5.8919141485342905,0.0113868052203187,0.6534348665056932,0.639,0.141,0.6539930839785993,0.641,0.134,0.6926058163186922,0.756,0.258,0.6926762338823371,0.706,0.199
42,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,671.9464957550637,0.011675899012501,18.13124972070351,0.592,0.094,18.2547477285789,0.574,0.067,0.6926314964239297,0.685,0.187,0.6926756355940845,0.67,0.163
43,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,7.051960134306799,0.0120009812881142,0.6594654156599266,0.625,0.127,0.6701321061159917,0.608,0.101,0.6926168533466562,0.645,0.147,0.6926894743238875,0.615,0.108
44,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,625.1224794498746,0.0120182085099851,8.357173253711224,0.607,0.109,9.1372188124925,0.608,0.101,0.6927024919813722,0.575,0.077,0.6927518206869163,0.555,0.048
45,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,67.97659091010773,0.0109651523269056,1.1259678510989155,0.648,0.15,1.1905231897726811,0.632,0.125,0.6926884231036913,0.695,0.197,0.6927425763700146,0.683,0.176
46,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,65.26841665025844,0.0106258226069612,1.5412707743573428,0.659,0.161,1.6218313035840666,0.643,0.136,0.6927242436626868,0.602,0.104,0.6927796208329888,0.592,0.085
47,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,6.911551405779321,0.0124425434299675,0.6463864831076246,0.606,0.108,0.6475763274530899,0.604,0.097,0.6925973296339615,0.592,0.094,0.6926621319406168,0.578,0.071
48,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,12.05027574022454,0.0115958403568593,0.6594476793070926,0.643,0.145,0.6602774063529219,0.619,0.112,0.692658750761315,0.756,0.258,0.6926990519976383,0.734,0.227
49,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,702.7667585686371,0.0121788227143837,20.513219169512645,0.591,0.093,21.505090856122514,0.578,0.071,0.692571362353875,0.709,0.211,0.6926333997764854,0.676,0.169
50,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,576.2018157114919,0.0120702992125714,7.261604725029497,0.686,0.188,7.901068364628298,0.653,0.146,0.6925724564738254,0.784,0.286,0.6926279884121433,0.757,0.25
51,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,531.0094155588304,0.0131172472997293,11.614858942188192,0.555,0.057,11.16721254208684,0.565,0.058,0.6926786494692359,0.641,0.143,0.6927193993176487,0.624,0.117
52,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,6.184780859660754,0.0131181321106397,0.6686615368391425,0.592,0.094,0.6614664240483299,0.595,0.088,0.6926308578735985,0.67,0.172,0.6926941454067135,0.641,0.134
53,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,6.782627206420622,0.0133344246603577,0.6742830349722465,0.58,0.082,0.6756609128087167,0.581,0.074,0.6927910414555524,0.753,0.255,0.6928035582721127,0.745,0.238
54,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,6.621041487890053,0.0124436653531412,0.6726776412670981,0.58,0.082,0.668180817041783,0.612,0.105,0.6926002529239416,0.748,0.25,0.6926584014500938,0.715,0.208
55,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.01,10.0,651.9353742789285,0.0117183446618983,12.099719301455943,0.623,0.125,12.154250505821745,0.612,0.105,0.692687083968217,0.8,0.302,0.6927345859122631,0.765,0.258
56,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,11.841419343515865,0.0110632024136199,0.6445780162463183,0.6,0.102,0.645864424088295,0.623,0.116,0.6926977374829789,0.584,0.086,0.692765143703953,0.556,0.049
57,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,12.425859495220989,0.0106155800573022,0.7041244061750825,0.555,0.057,0.7160506137262737,0.551,0.044,0.6928500214211326,0.697,0.199,0.6928848546351476,0.669,0.162
58,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,12.85223790332887,0.0117039106365992,0.7609157912147313,0.508,0.01,0.7465002184090805,0.532,0.025,0.6927159690115265,0.735,0.237,0.6927693083764155,0.696,0.189
59,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,1.0,10.0,6.075158883339075,0.0136402059345213,0.6562545899873837,0.596,0.098,0.6640991588399283,0.588,0.081,0.6926037092848061,0.78,0.282,0.6926528786872214,0.736,0.229
60,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.5,10.0,12.402577750630382,0.0129746898589669,0.680581463093685,0.634,0.136,0.6877284856742583,0.623,0.116,0.6926810642478792,0.655,0.157,0.6927595281925787,0.633,0.126
61,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,62.50064641810389,0.0107760367828416,0.9729562595176364,0.689,0.191,1.0336215775867534,0.677,0.17,0.6927574589140473,0.718,0.22,0.6928085230583578,0.655,0.148
62,eps2.0_lambdfl1.0_lamblr10.0,2.0,1.0,0.1,10.0,57.17493589449715,0.0104042982657528,1.3097676524183006,0.623,0.125,1.2800743817001785,0.613,0.106,0.692743802901274,0.766,0.268,0.6927871738133443,0.724,0.217
