run,key,epsilon,lamb_dfl,c_dfl,lamb_lr,w_dfl,w_lr,trainloss_dfl,trainacc_dfl,traindq_dfl,testloss_dfl,testacc_dfl,testdq_dfl,trainloss_lr,trainacc_lr,traindq_lr,testloss_lr,testacc_lr,testdq_lr
55,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,2.0,10.0,52.2334313256692,0.1121074518815877,0.9979854355176128,0.572,0.074,1.1304810579136828,0.519,0.012,0.6911622740578468,0.61,0.112,0.6912619032252121,0.585,0.078
56,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,5.0,10.0,22.80542385925726,0.0896728161815126,0.6665632258373748,0.648,0.15,0.6785070145603204,0.652,0.145,0.693024816125605,0.514,0.016,0.6931784162657861,0.49,-0.017
57,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.5,10.0,256.5124158580544,0.0884864154011021,5.58802863183845,0.52,0.022,5.458972684584786,0.542,0.035,0.6927755819210032,0.539,0.041,0.6929034018599011,0.517,0.01
58,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.1,10.0,1060.23800035636,0.088386718930215,14.349064382702824,0.617,0.119,17.306703590853775,0.601,0.094,0.6924372565872272,0.618,0.12,0.692504168271668,0.611,0.104
59,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.2,10.0,599.3611459817715,0.0964806179774104,11.329284252333505,0.68,0.182,11.44325154372276,0.697,0.19,0.6934188409615022,0.475,-0.023,0.693388212115716,0.463,-0.044
60,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.01,10.0,13504.521663099616,0.1146633642229336,inf,0.626,0.128,inf,0.646,0.139,0.6924333583316679,0.571,0.073,0.6922923406908521,0.585,0.078
61,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.2,10.0,665.6263317314828,0.1019595995856257,11.171208917560184,0.618,0.12,10.869476483786183,0.641,0.134,0.6914190480538571,0.645,0.147,0.6914342131575322,0.645,0.138
62,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.05,10.0,2267.4210498384177,0.0998394279147692,47.766672403343634,0.572,0.074,48.08816226877526,0.587,0.08,0.6925057744229578,0.541,0.043,0.692360284835772,0.566,0.059
63,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,1.0,10.0,112.01198655722534,0.0976349153585164,2.857152665862429,0.599,0.101,3.01648874206033,0.572,0.065,0.6934470191170543,0.473,-0.025,0.6934255612315424,0.466,-0.041
64,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.2,10.0,565.9818770067683,0.0981620361395005,13.389413836721465,0.638,0.14,14.413049254154563,0.619,0.112,0.6928030582784392,0.515,0.017,0.6929902793261112,0.503,-0.004
65,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.1,10.0,1263.5259616223184,0.0987150915455293,24.76957819243201,0.617,0.119,27.815216591737787,0.581,0.074,0.692062683538895,0.528,0.03,0.6919959454807327,0.536,0.029
66,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,1.0,10.0,105.8740180883963,0.1033850735360478,2.109343904359424,0.593,0.095,2.029677226357555,0.602,0.095,0.6922610279450289,0.609,0.111,0.6922577086287601,0.608,0.101
67,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,1.0,10.0,124.47534076429878,0.0974274660881053,4.377234260074704,0.548,0.05,4.420638502581726,0.551,0.044,0.6918480456072106,0.733,0.235,0.6920112463561937,0.694,0.187
68,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.01,10.0,11812.29475662721,0.0878363904055988,inf,0.588,0.09,inf,0.594,0.087,0.6940982390379591,0.365,-0.133,0.694043878633485,0.381,-0.126
69,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.1,10.0,1330.809832845775,0.1181743515053898,18.030494433659555,0.702,0.204,17.075394039320386,0.676,0.169,0.6922027571305128,0.613,0.115,0.6922831440359197,0.589,0.082
70,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,5.0,10.0,25.840711684128205,0.098101021066232,0.8593978960183772,0.584,0.086,0.8276049519435503,0.607,0.1,0.6940944515138021,0.414,-0.084,0.6937897589948206,0.437,-0.07
71,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.1,10.0,1134.3795375950867,0.0959361628472885,38.83829950661576,0.528,0.03,39.72412452068181,0.541,0.034,0.6926107738470932,0.503,0.005,0.6927513647105916,0.507,0.0
72,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,2.0,10.0,64.07168785851441,0.1048428937854792,1.2921455245386375,0.604,0.106,1.2745570495754006,0.626,0.119,0.6931995984167921,0.488,-0.01,0.6930138932929287,0.521,0.014
73,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,2.0,10.0,73.32222775422159,0.1062272934556664,2.4992541396682797,0.497,-0.001,2.458876775452629,0.541,0.034,0.6919767658998611,0.535,0.037,0.6920468829067827,0.525,0.018
74,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.01,10.0,13825.57586632762,0.1116960865282819,inf,0.586,0.088,inf,0.579,0.072,0.6918021733044095,0.582,0.084,0.6920426803038103,0.556,0.049
75,eps0.2_lambdfl0.5_lamblr10.0,0.2,0.5,0.02,10.0,7470.967338636989,0.0871529550090171,inf,0.602,0.104,inf,0.596,0.089,0.6924104280184084,0.648,0.15,0.6925012829540794,0.616,0.109
